exam,exam_url,q_number,question,option_a,option_b,option_c,option_d,correct_answer,num_correct_answers,area,theme,difficulty_1_10,explanation
8,https://lifeintheuktestweb.co.uk/british-citizenship-test-8/,23,What sort of election takes place when a member of the Parliament (MP) dies or resigns?,Coalition,Pre-selection,Random selection,By-election,By-election,1,Government & Politics,Elections & voting,5,"If an MP dies or resigns, there will be a fresh election, called a by-election , in his or her constituency."
8,https://lifeintheuktestweb.co.uk/british-citizenship-test-8/,24,What is the Turner Prize?,A literature award,A music award,A contemporary art award,A theatre award,A contemporary art award,1,Culture & Society,"Music, art & the performing arts",5,The Turner Prize was established in 1984 and celebrates contemporary art . The Turner Prize is recognised as one of the most prestigious visual art awards in Europe.
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,1,Which flower is associated with Northern Ireland?,The daffodil,The thistle,The shamrock,The rose,The shamrock,1,Culture & Society,"Festivals, holidays & traditions",4,The flower associated with Northern Ireland is the shamrock .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,2,The last battle between Britain and France was the battle of Waterloo.,True,False,,,True,1,History,Industrial Revolution & invention,5,This statement is true .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,3,£100 is the highest value note in circulation in the UK.,True,,False,,False,1,Culture & Society,"Money, work, tax & public services",4,This statement is false .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,4,Where is the Lake District National Park located?,Scotland,Wales,England,Northern Ireland,England,1,Geography,Landmarks & famous places,4,Lake District is in England .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,5,Which two responsibilities will you have as a British citizen?,To buy food locally,To volunteer in a community project at least once a year,To look after yourself and your family,"To respect the rights of others, including their right to their own opinions","To look after yourself and your family | To respect the rights of others, including their right to their own opinions",2,Values & Citizenship,Rights & responsibilities of citizens,4,"If you wish to be a permanent resident or citizen of the UK, you should: respect and obey the law, look after yourself and your family , respect the rights of others, including their right to their own opinions, treat others with fairness and look after the area in which you live and the environment."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,6,Who was born in Stratford-upon-Avon?,Jane Austen,Charles Dickens,William Shakespeare,Thomas Hardy,William Shakespeare,1,Culture & Society,Literature & writers,3,"William Shakespeare was born in Stratford-upon-Avon, England."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,7,Why is 1928 an important year in women’s voting history?,"Women were given the right to vote at the age of 18, the same as men.",Women were given the right to vote at the age of 25.,Women were given the right to vote at the age of 30.,"Women were given the right to vote at the age of 21, the same as men.","Women were given the right to vote at the age of 21, the same as men.",1,History,Suffrage & women's rights (Suffragettes),8,"Women were given the right to vote at the age of 21, the same as men."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,8,What does Hogmanay refer to?,Christmas Day in Wales,New Year’s Eve in Scotland,Christmas Day in Scotland,New Year’s Eve in Wales,New Year’s Eve in Scotland,1,Culture & Society,"Festivals, holidays & traditions",5,"In Scotland, the 31st of December (New Year’s Eve) is called Hogmanay."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,9,What is the capital city of Northern Ireland?,Cork,Edinburgh,Belfast,Dublin,Belfast,1,Geography,"Nations, capitals & geography of the UK",4,The capital city of Northern Ireland is Belfast .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,10,Which of the following wars took place between 1899 and 1902 in South Africa?,The Hundred Years War,The Boer War,The First World War,The Crimean War,The Boer War,1,History,"Empire, exploration, slavery & abolition",6,The Boer War .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,11,Northern Ireland uses a system called ‘individual registration’ and all those entitled to vote must complete their own registration form.,True,,False,,True,1,Government & Politics,Elections & voting,7,This statement is True .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,12,Which two of the following policies are not controlled by the devolved administrations?,Health,Education,Defence,Immigration,Defence | Immigration,2,Government & Politics,Devolution & the devolved nations,6,"Policy and laws governing defence, foreign affairs, immigration, taxation and social security all remain under central UK government control. However, many other public services, such as education, are controlled by the devolved administrations."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,13,"How old do citizens of the UK, the Irish Republic or the Commonwealth have to be to stand for public office?",18,21,16,25,18,1,Government & Politics,Elections & voting,6,"Most citizens of the UK, the Irish republic or the Commonwealth aged 18 or over can stand for public office. There are some exceptions, including: members of the armed forces, civil servants and people found guilty of certain criminal offences."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,14,How did the Government promote policies of free trade during the Victorian Age?,Abolishing a number of taxes on imported goods,Abolishing the exportation of local produce,Preventing the importation of cheap raw materials,Preventing the importation of cheap grain,Abolishing a number of taxes on imported goods,1,History,Industrial Revolution & invention,7,"During Victorian times, the government began to promote policies of free trade, abolishing a number of taxes on imported goods . One example of this was the repealing of the Corn Laws in 1846. These had prevented the import of cheap grain. The reforms helped the development of the British industry, because raw materials could now be imported cheaply."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,15,Who was Admiral Nelson?,One of the tribal leaders who fought against the Romans,A British officer in charge of the British army at the Battle of Waterloo,A British general who established the authority of the English Parliament,A British officer in charge of the British fleet at the Battle of Trafalgar against the Spanish fleet,A British officer in charge of the British fleet at the Battle of Trafalgar against the Spanish fleet,1,History,Notable Britons & achievements,5,Admiral Nelson was in charge of the British fleet at the Battle of Trafalgar against the Spanish fleet and was killed in the battle.
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,16,"During the Middle Ages, who were the serfs?",Peasants who had a small area of their lord’s agricultural land,Soldiers who fought at the Battle of Trafalgar,Noblemen who formed part of the king’s council of advisers,A group of skilled people from Holland who came to England during the Middle Ages,Peasants who had a small area of their lord’s agricultural land,1,History,Norman Conquest & the Middle Ages,4,Serfs were peasants who had a small area of their lord’s land where they could grow food .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,17,Which invention lead to the rapid development of the industry in Britain during the 18th and 19th centuries?,The Radar,The Steam Power,The Jet Engine,The Turing Machine,The Steam Power,1,History,Industrial Revolution & invention,3,The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries. Britain was the first country to industrialise on a large scale. It happened because of the development of machinery and the use of steam power .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,18,MPs can only be contacted by post.,True,,False,,False,1,Government & Politics,Parliament & how government works,2,"False . You can contact MPs by letter or telephone at their constituency office, or at their office in the House of Commons. In addition, many MPs, Assembly members, MSPs and MEPs hold regular local ‘surgeries’, where constituents can go in person to talk about issues that are of concern to them."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,19,What movement challenged the authority of the Pope?,The Swinging Sixties,The Reformation,The Suffragettes,The Enlightenment,The Reformation,1,History,Tudors & the Reformation,4,The Reformation was a movement against the authority of the Pope and the ideas and practices of the Roman Catholic Church.
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,20,What English King introduced the Domesday Book?,King Henry V,King Henry IV,William the Conqueror,"Harold, the Saxon king of England",William the Conqueror,1,History,Norman Conquest & the Middle Ages,5,"William the Conqueror sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,21,What did ’the Butler Act’ introduce in 1944?,"Free primary education in England, Wales and Scotland","Free university fees in England, Wales, Scotland and Northern Ireland","Free primary and secondary education in England, Wales and Scotland",Free secondary education in England and Wales,Free secondary education in England and Wales,1,History,20th-century & post-war Britain,8,"Richard Austen Butler became a Conservative MP in 1923 and held several positions before becoming responsible for education in 1941. In this role, he oversaw the introduction of the Education Act 1944 (often called ‘The Butler Act’), which introduced free secondary education in England and Wales ."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,22,What is the small claims procedure?,An informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer,A procedure that helps people to make small home insurance claims in certain circumstances,,,An informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer,1,Law & Justice,The legal system & courts,4,The small claims procedure is an informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer .
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,23,What building was constructed in Hyde Park to hold the Great Exhibition of 1851?,The Crystal Palace,Buckingham Palace,Kensington Palace,Apsley House,The Crystal Palace,1,History,Industrial Revolution & invention,6,"In 1851, the Great Exhibition opened in Hyde Park in the Crystal Palace , a huge building made of steel and glass. Exhibits ranged from huge machines to handmade goods."
9,https://lifeintheuktestweb.co.uk/british-citizenship-test-9/,24,Who was Florence Nightingale?,An economist,A painter,A nurse,A poet,A nurse,1,Culture & Society,Notable Britons & achievements,2,Florence Nightingale was a nurse . She is often regarded as the founder of modern nursing .
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,1,Who is the patron Saint of England?,St George,St Patrick,St David,St Andrew,St George,1,Culture & Society,Religion & patron saints,3,The patron Saint of England is St George .
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,2,Where is Loch Lomond and the Trossachs National Park located?,England,Wales,Scotland,Northern Ireland,Scotland,1,Geography,Landmarks & famous places,3,Loch Lomond and the Trossachs National Park is located in the west of Scotland .
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,3,Wales has its own established church.,True,,False,,False,1,Culture & Society,Religion & patron saints,7,False . There is no established Church in Wales or Northern Ireland.
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,4,What stories are associated with Geoffrey Chaucer?,The Cambridge Tales,The Eastbourne Tales,The Canterbury Tales,The London Tales,The Canterbury Tales,1,Culture & Society,Literature & writers,4,Geoffrey Chaucer wrote a series of poems in English about a group of people going to Canterbury on a pilgrimage. This collection of poems is called The Canterbury Tales .
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,5,When is Boxing Day celebrated?,31st October,26th December,24th December,01st January,26th December,1,Culture & Society,"Festivals, holidays & traditions",2,Boxing Day is the day after Christmas Day (26th December) and is a public holiday.
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,6,What is the name of the holiday when banks and many other businesses are closed for the day?,Credit Holidays,Branch Holidays,Bank Holidays,Business Holidays,Bank Holidays,1,Culture & Society,"Festivals, holidays & traditions",2,"There are public holidays each year called bank holidays , when banks and many other businesses are closed for the day."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,7,Why were women given the right to vote?,In recognition of the contribution women made to the war effort during the First World War,In recognition of the contribution women made to the war effort during the Second World War,In recognition of the contribution women made to the war effort during the Crimean War,In recognition of the contribution women made to the war effort during the Civil War,In recognition of the contribution women made to the war effort during the First World War,1,History,Suffrage & women's rights (Suffragettes),6,"In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament, partly in recognition of the contribution women made to the war effort during the First World War ."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,8,What do you need to drive in the UK?,An ‘L’ plate,A National Insurance Number,A valid driving licence,An ‘R’ plate,A valid driving licence,1,Culture & Society,"Food, leisure & everyday life",2,"In the UK, you must have a driving licence to drive on public roads."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,9,Where does “the Fringe” festival take place?,Fraserburgh,Edinburgh,Inverness,St Andrews,Edinburgh,1,Culture & Society,"Festivals, holidays & traditions",4,"The Edinburgh Festival takes place in Edinburgh , Scotland, every summer. It is a series of different arts and cultural festivals, with the biggest and most well-known being the Edinburgh Festival Fringe (‘the Fringe’)."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,10,How many members does the Welsh government have?,150,120,90,60,60,1,Government & Politics,Devolution & the devolved nations,8,There are 60 members of the Welsh government or members of the Senedd (SMs) and elections are held every four years using a form of proportional representation.
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,11,The names or photographs of young people found guilty of a crime can be published in newspapers or used by the media.,True,,False,,False,1,Law & Justice,"Police, crime & punishment",5,"False . Members of the public are not allowed in Youth Courts, and the name or photographs of the accused young person cannot be published in newspapers or used by the media ."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,12,What was Edward Elgar famous for?,He was a musician,He was a tennis player,He was a comedian,He was an actor,He was a musician,1,Culture & Society,"Music, art & the performing arts",5,Sir Edward Elgar (1857-1934) was a musician . His best known work is probably the Pomp and Circumstance Marches. March No1 (Land of Hope and Glory) is usually played at the Last Night of the Proms at the Royal Albert Hall.
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,13,Which of the following is not a British banknote?,£50,£25,£20,£5,£25,1,Culture & Society,"Money, work, tax & public services",3,There are no £25 notes in the UK.
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,14,Where does the Scottish Grand National take place?,Fife,Edinburgh,Ayr,St Andrews,Ayr,1,Sport,Sport & sporting events,8,The Scottish Grand National takes place at Ayr .
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,15,The laws passed after the Glorious Revolution marked the beginning of the ______.,Constitutional monarchy,,Constitutional republic,,Constitutional monarchy,1,History,Glorious Revolution & Bill of Rights,4,The laws passed after the Glorious Revolution marked the beginning of the constitutional monarchy .
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,16,"During the reign of Elizabeth I, a large fleet of ships was sent to England to conquer the country and to restore Catholicism, where did this fleet come from?",France,Portugal,Spain,Italy,Spain,1,History,Tudors & the Reformation,4,"Elizabeth I became one of the most popular monarchs in English history, particularly after 1588, when the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,17,What did the Habeas Corpus Act introduce?,That every prisoner has a right to a court hearing,A salary for members of Parliament (MPs),"Financial help for the unemployed, old-age pensions and free school meals",Measures to improve the conditions of workers,That every prisoner has a right to a court hearing,1,History,"Stuarts, Civil War & Restoration",7,The Habeas Corpus Act became law in 1679. This was a very important piece of legislation which remains relevant today. Habeas corpus is Latin for ‘you must present the person in court’. The Act guaranteed that no one could be held prisoner unlawfully. Every prisoner has a right to a court hearing.
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,18,What did Emmeline Pankhurst fight for?,The right to liberty and security,The right for women to vote,Freedom of expression,The right to a fair trial,The right for women to vote,1,History,Suffrage & women's rights (Suffragettes),4,"Emmeline Pankhurst she set up the women’s Franchise League in 1889, which fought to get the vote in local elections for married women. In 1903 she helped found the Women’s Social and Political Union (WSPU). This was the first group whose members were called ‘suffragettes’. The group used civil disobedience as part of their protest to gain the vote for women . In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament, partly in recognition of the contribution women made to the war effort during the First World War."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,19,What is “the Proms”?,"An annual event that gives awards in a range of categories, such as best British group and best British solo artist","An annual cultural festival which includes music, dance, art and original performances largely in Welsh",An eight-week summer season of daily orchestral classical music concerts,Light-hearted plays with music and comedy,An eight-week summer season of daily orchestral classical music concerts,1,Culture & Society,"Music, art & the performing arts",5,"The Proms is an eight-week summer season of orchestral classical music that takes place in various venues, including the Royal Albert Hall in London."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,20,What was Isaac Newton known for?,The discovery of insulin,The discovery of gravity,The discovery of penicillin,The discovery of steam power,The discovery of gravity,1,History,"Enlightenment, science & discovery",2,"Newton‘s most famous published work was Philosophiae Naturalis Principia Mathematica (‘Mathematical Principle of Natural Philosophy’), which showed how gravity applied to the whole universe."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,21,When did the WWI come to an end?,In 1922,In 1918,In 1945,In 1943,In 1918,1,History,First & Second World Wars,3,The World War I ended in 1918 .
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,22,Who built a wall in the north of England to keep out the Picts (ancestors of the Scottish people)?,Boudicca,Emperor Hadrian,Emperor Claudius,Julius Caesar,Emperor Hadrian,1,History,"Ancient, Roman & early Britain",4,The Emperor Hadrian built a wall in the north of England to keep out the Picts (ancestors of the Scottish people).
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,23,Which two universities participate in an annual rowing race that takes place on the River Thames?,The University of Oxford,The University of Cambridge,The University of Manchester,The University of Warwick,The University of Oxford | The University of Cambridge,2,Sport,Sport & sporting events,3,"Rowing is also popular, both as a leisure activity and as a competitive sport. There is a popular yearly race on the Thames between Oxford and Cambridge Universities ."
10,https://lifeintheuktestweb.co.uk/british-naturalization-test-10/,24,Does Britain have a written constitution?,Yes,,No,,No,1,Government & Politics,Parliament & how government works,5,"The British constitution is not written down in any single document, and therefore it is described as ‘unwritten’ ."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,1,Is St Helena part of the UK?,Yes,,No,,No,1,Geography,"Nations, capitals & geography of the UK",6,"British overseas territories, such as St Helena and the Falkland Islands are linked to the UK but are not part of it ."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,2,Where is Theatreland?,Docklands,London’s East End,London’s West End,London’s South End,London’s West End,1,Geography,Landmarks & famous places,4,"London’s West End , also known as ‘Theatreland’, is particularly well known for its theatres."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,3,What is the name of the UK currency?,Euro,Pound Sterling,Peso,Dollar,Pound Sterling,1,Culture & Society,"Money, work, tax & public services",1,The currency in the UK is the pound sterling (symbol £).
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,4,What other name is given to Diwali?,The Festival of Lights,Ash Wednesday,Good Friday,Easter Monday,The Festival of Lights,1,Culture & Society,"Festivals, holidays & traditions",3,Diwali is often called the Festival of Lights .
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,5,What is the Enlightenment?,A period of total peace in England,"A period when new ideas about politics, philosophy and science were developed",A period when England became the largest empire the world had ever seen,A period of economic recovery after the Second World War,"A period when new ideas about politics, philosophy and science were developed",1,History,"Enlightenment, science & discovery",4,"The Enlightenment was a period during the 18th century when new ideas about politics, philosophy and science were developed ."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,6,Which of the following charities helps the environment?,NSPCC,Shelter,Friends of the Earth,Crisis,Friends of the Earth,1,Culture & Society,"Food, leisure & everyday life",4,Friends of the Earth is an environmental charity.
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,7,Which of the following was a crucial aerial battle fought between Germany and Britain during WWII?,The Battle of Britain,The Battle of Worcester,The Battle of Dunbar,The Battle of Marston Moor,The Battle of Britain,1,History,First & Second World Wars,3,The correct answer is the Battle of Britain .
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,8,What was Margaret Thatcher famous for?,She fought for the right to vote for women,She was the first woman Prime Minister of the UK,She set up the women’s Franchise League,She was the founder of modern nursing,She was the first woman Prime Minister of the UK,1,Government & Politics,Prime Ministers & political leaders,2,Margaret Thatcher was the first woman Prime Minister of the UK .
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,9,Which two languages combined to become one English language?,Latin,Anglo-Saxon,Proto-Celtic,Norman French,Anglo-Saxon | Norman French,2,History,Norman Conquest & the Middle Ages,6,"After the Norman Conquest, the king and his noblemen had spoken Norman French and the peasants had continued to speak Anglo-Saxon . Gradually these two languages combined to become one English language."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,10,"By law, radio and television coverage of the political parties must be balanced and so equal time has to be given to rival viewpoints.",True,False,,,True,1,Culture & Society,"Film, TV & media",5,This statement is true .
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,11,Where did the Spanish Armada come from?,France,Spain,Italy,South America,Spain,1,History,Tudors & the Reformation,2,"In 1588 the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,12,What is the name of the War Memorial located in Whitehall?,Dumfries,Cenotaph,Royal Crescent,The White Tower,Cenotaph,1,Geography,Landmarks & famous places,6,The Cenotaph is a war memorial located in Whitehall.
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,13,The UK government has never suspended the Northern Ireland Assembly.,True,,False,,False,1,Government & Politics,Devolution & the devolved nations,6,False . The Northern Ireland Assembly has been suspended on a few occasions.
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,14,What kind of church did Scotland establish in 1560?,A Catholic church,A Protestant church,,,A Protestant church,1,History,Tudors & the Reformation,6,"In 1560, the predominantly Protestant Scottish Parliament abolished the authority of the Pope in Scotland and Roman Catholic religious services became illegal. A Protestant Church of Scotland with an elected leadership was established but, unlike in England, this was not a state Church."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,15,When was the Domesday Book written?,After the Viking invasion,After the Norman conquest,After the last Roman invasion,After the Anglo-Saxon invasion,After the Norman conquest,1,History,Norman Conquest & the Middle Ages,5,"William the conqueror sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book, which gives a picture of society in England just after the Norman Conquest ."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,16,The Northern Ireland Assembly cannot make decisions on which two of the following issues?,Immigration,Education,Agriculture,Defence,Immigration | Defence,2,Government & Politics,Devolution & the devolved nations,7,"The Northern Ireland Assembly can make decisions on issues such as: education, agriculture, the environment health and social services, but it cannot make decisions on immigration or defence issues."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,17,What should you do to make a complaint about the police (choose two answers)?,Write a complaint letter to the House of Commons,Go to the Police station directly,Write to the Chief Constable of the police force involved,Write to your MP,Go to the Police station directly | Write to the Chief Constable of the police force involved,2,Law & Justice,"Police, crime & punishment",5,"Anyone can make a complaint about the police by going to a police station and writing to the Chief Constable of the police force involved . Complaints can also be made to an independent body: the Independent Police Complaints Commission in England and Wales, the Police Complaints Commissioner for Scotland or the Police Ombudsman for Northern Ireland."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,18,What flower did William Wordsworth write about?,Rose,Daffodil,Thistle,Shamrock,Daffodil,1,Culture & Society,Literature & writers,5,William Wordsworth wrote ‘The Daffodils’ .
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,19,When is St Andrew’s day celebrated?,17th April,31st December,1st March,30th November,30th November,1,Culture & Society,"Festivals, holidays & traditions",7,"St Andrew’s day, patron of Scotland, is celebrated on the 30th of November ."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,20,Who was the architect that rebuilt Saint Paul’s cathedral after the Great Fire in 1666?,Robert Adam,Sir Christopher Wren,Sir Norman Foster,Dame Zaha Hadid,Sir Christopher Wren,1,Culture & Society,Architecture & famous buildings,5,"In 1666, a great fire destroyed much of the city, including many churches and St Paul’s Cathedral. London was rebuilt with a new St Paul\\\\\\\'s, which was designed by a famous architect, Sir Christopher Wren ."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,21,When were the first coins in Britain made?,The Stone Age,The Bronze Age,The Iron Age,The Middle Ages,The Iron Age,1,History,"Ancient, Roman & early Britain",7,The people of the Iron Age made the first coins to be minted in Britain.
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,22,Who was Emmeline Pankhurst?,A suffragette,A nurse,A doctor,A scientist,A suffragette,1,History,Suffrage & women's rights (Suffragettes),4,"Emmeline Pankhurst was born in Manchester in 1858. She set up the women’s Franchise League in 1889, which fought to get the vote in local elections for married women. In 1903 she helped found the Women’s Social and Political Union (WSPU). This was the first group whose members were called ‘suffragettes’ ."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,23,Who did Britain fight against in the Crimean War?,Turkey,Russia,France,Germany,Russia,1,History,"Empire, exploration, slavery & abolition",6,"From 1853 to 1856, Britain fought with Turkey and France against Russia in the Crimean War."
11,https://lifeintheuktestweb.co.uk/audio-british-citizenship-test-11/,24,How old do you have to be to buy alcohol in the UK?,17,18,19,20,18,1,Culture & Society,"Food, leisure & everyday life",2,It is a criminal offence to sell alcohol to anyone who is under 18 or to buy alcohol for people who are under the age of 18 . (There is one exception: people aged 16 or over can drink alcohol with a meal in a hotel or restaurant).
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,1,Which of the following is a Crown Dependency but not part of the UK?,Shetland,Isle of Wight,Isle of Man,Anglesey,Isle of Man,1,Geography,"Nations, capitals & geography of the UK",6,The Channel Islands and the Isle of Man are closely linked with the UK but are not part of it. They have their own governments and are called ‘Crown dependencies‘.
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,2,Is the BBC controlled by the government?,Yes,,No,,No,1,Culture & Society,"Film, TV & media",5,The BBC is the largest broadcaster in the world. It is the only wholly state-funded media organisation that is independent of government .
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,3,How many members does the Northern Ireland Assembly have?,12,60,90,108,90,1,Government & Politics,Devolution & the devolved nations,8,"The Northern Ireland Assembly has 90 elected members, known as MLAs (members of the Legislative Assembly)."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,4,Who was in charge of the British fleet at the Battle of Trafalgar?,Oliver Cromwell,The Duke of Wellington,Robert the Bruce,Admiral Nelson,Admiral Nelson,1,History,Notable Britons & achievements,5,Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle.
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,5,What was inscribed in the first coins to be minted in Britain during the Iron Age?,The names of Iron Age kings,The names of Iron Age Gods,The names of trees,The names of animals,The names of Iron Age kings,1,History,"Ancient, Roman & early Britain",9,"The people of the Iron Age made the first coins to be minted in Britain, some inscribed with the names of Iron Age kings ."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,6,"Towns, cities and rural areas in the UK are governed by government appointed officials.",True,,False,,False,1,Government & Politics,Parliament & how government works,5,"False .Towns, cities and rural areas in the UK are governed by democratically elected councils , often called ‘local authorities‘."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,7,Where is the Tate Art Gallery located?,Glasgow,Cardiff,London,Belfast,London,1,Culture & Society,"Music, art & the performing arts",4,The Tate Britain and Tate Modern are in London .
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,8,The version of the Bible created by King James I is known as:,Authorised version,Reformed version,Approved version,Unique version,Authorised version,1,Culture & Society,Religion & patron saints,6,One achievement of King James‘ reign was a new translation of the Bible into English. This translation is known as the ‘King James Version‘ or the ‘ Authorised Version ‘.
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,9,What is the period of the 1960s known for?,A downgrade in manufacturing,A growth in British fashion and pop music,A shortage of water,A blockage of social laws,A growth in British fashion and pop music,1,History,20th-century & post-war Britain,4,"The decade of the 1960s was a period of significant social change. It was known as the ‘Swinging Sixties’. There was growth in British fashion, cinema and popular music ."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,10,"Between 1680 and 1720 many refugees called Huguenots came to England, which country did they come from?",Pakistan,Germany,India,France,France,1,History,"Stuarts, Civil War & Restoration",6,Between 1680 and 1720 many refugees called Huguenots came from France .
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,11,What is the most famous tennis tournament played in the UK?,The Queen’s Club Championships,Wimbledon,Roland Garros,The Aegon Championships,Wimbledon,1,Sport,Sport & sporting events,2,"The most famous tournament hosted in Britain is The Wimbledon Championships , which takes place each year at the All England Lawn Tennis and Croquet Club."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,12,MPs can only be contacted at their office in the House of Commons.,True,,False,,False,1,Government & Politics,Parliament & how government works,3,"False . You can contact MPs by letter or telephone at their constituency office, or at their office in the House of Commons . In addition, many MPs, SMs and MSPs hold regular local ‘surgeries‘, where constituents can go in person to talk about issues that are of concern to them."
